번호,제조사,용량_GB,제품명,가격,세부스펙,이미지,상품주소
201,G.SKILL,32GB,G.SKILL DDR5-5600 CL36 AEGIS 5,"818,990",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL36-36-36-89 / 1.25V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31mm,https://img.danuri.io/catalog-image/471/656/075/2134f73856f9476882b1e27c6ad2d2ee.jpg?shrink=130:130&_v=20260921090321,https://prod.danawa.com/info/?pcode=75656471&cate=112752
202,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 TRIDENT Z5 NeoX RGB for AMD ULL 매트화이트 패키지,"1,990,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-32 / 1.40V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/534/727/122/e79d5d83b6f245ec89bee07b4e0dd1a6.jpeg?shrink=130:130&_v=20260921090356,https://prod.danawa.com/info/?pcode=122727534&cate=112752
203,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 FLARE X5 J 패키지,"1,049,990",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-38-38-96 / 1.35V / 램개수 : 2개 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm,https://img.danuri.io/catalog-image/765/022/040/5b68b857d4bc4f3c821682028306320f.jpg?shrink=130:130&_v=20260921090353,https://prod.danawa.com/info/?pcode=40022765&cate=112752
204,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO RGB J 패키지,"1,079,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-38-38-96 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/836/931/017/66dc663561ae4621b708bf09a1ec4f70.jpg?shrink=130:130&_v=20260921090311,https://prod.danawa.com/info/?pcode=17931836&cate=112752
205,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지,"1,182,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-38-38-32 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/504/727/122/225f359f8b4e404fa8bfd931229e31de.jpeg?shrink=130:130&_v=20260921135153,https://prod.danawa.com/info/?pcode=122727504&cate=112752
206,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB 화이트 패키지,"829,070","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/443/639/021/4b1ea3a3b7bb43e68220816adcf23843.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=21639443&cate=112752
207,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NeoX RGB for AMD ULL 매트화이트 패키지,"1,160,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-38-38-32 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/512/727/122/d268d9fd814e424d812acebf516bc587.jpeg?shrink=130:130&_v=20260921124833,https://prod.danawa.com/info/?pcode=122727512&cate=112752
208,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 RIPJAWS M5 RGB 화이트 패키지,"1,069,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/998/151/056/909ef0a2c3704abda01d312aa42182b6.jpg?shrink=130:130&_v=20260921090305,https://prod.danawa.com/info/?pcode=56151998&cate=112752
209,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 FLARE X5 J 패키지,"856,790",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-96 / 1.40V / 램개수 : 2개 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm,https://img.danuri.io/catalog-image/436/913/072/6aeb59c9e4404306b1a8304a5ece46ea.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=72913436&cate=112752
210,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO J 패키지,"963,120",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-38-38-96 / 1.35V / 램개수 : 2개 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 44mm,https://img.danuri.io/catalog-image/031/932/017/47e45d614cbb481fb8e0bbecaa85c0d7.jpg?shrink=130:130&_v=20260921090355,https://prod.danawa.com/info/?pcode=17932031&cate=112752
211,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지,"1,180,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-38-38-32 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/495/727/122/f217af9bd46f4887a5e064b7e92a2fd8.jpeg?shrink=130:130&_v=20260921135153,https://prod.danawa.com/info/?pcode=122727495&cate=112752
212,G.SKILL,32GB,G.SKILL DDR5-6000 CL32 TRIDENT Z5 RGB J 화이트 패키지,"944,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL32-38-38-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/061/541/051/f74b15a4ca454e1584b9961fd3c7dd26.jpg?shrink=130:130&_v=20260921142623,https://prod.danawa.com/info/?pcode=51541061&cate=112752
213,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 화이트 패키지,"847,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/667/218/071/c4a79d9c316a4a30a3a20d401d5b122f.jpg?shrink=130:130&_v=20260921090326,https://prod.danawa.com/info/?pcode=71218667&cate=112752
214,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지,"1,990,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-32 / 1.40V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/533/727/122/2a8064899cff4e7eb97086617ed34ee6.jpeg?shrink=130:130&_v=20260921090358,https://prod.danawa.com/info/?pcode=122727533&cate=112752
215,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지,"1,990,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-32 / 1.40V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/531/727/122/71e8f3a381a84e69aa3218e8f0cfb440.jpeg?shrink=130:130&_v=20260921090355,https://prod.danawa.com/info/?pcode=122727531&cate=112752
216,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NeoX RGB for AMD ULL 매트화이트 패키지,"986,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-76 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/477/727/122/5ffb8b79a64b4cd385adaa2145942dee.jpeg?shrink=130:130&_v=20260921135154,https://prod.danawa.com/info/?pcode=122727477&cate=112752
217,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB J 패키지,"909,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/946/873/016/165d54946b6a401bbe6aca932ecb063b.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=16873946&cate=112752
218,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 RIPJAWS M5 NEO RGB 블랙 패키지,"888,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/834/983/078/ecc3d697d0d744448defd7871520e1ec.jpg?shrink=130:130&_v=20260921090356,https://prod.danawa.com/info/?pcode=78983834&cate=112752
219,G.SKILL,32GB,G.SKILL DDR5-5200 CL40 RIPJAWS M5 RGB 블랙 패키지,"734,000","데스크탑용 / DDR5 / 5200MHz (PC5-41600) / 램타이밍 : CL40-40-40-83 / 1.10V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/461/151/056/a8883e80214f48dba3c06fea99b0fd35.jpg?shrink=130:130&_v=20260921142604,https://prod.danawa.com/info/?pcode=56151461&cate=112752
220,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO RGB J 화이트 패키지,"898,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/616/385/093/89974ba4daf942d3b20e0a225cd47183.jpg?shrink=130:130&_v=20260921140943,https://prod.danawa.com/info/?pcode=93385616&cate=112752
221,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 RIPJAWS M5 NEO RGB 화이트 패키지,"887,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/882/983/078/02ba6b62b75c47e5961ddfaee5fc9b6e.jpg?shrink=130:130&_v=20260921090405,https://prod.danawa.com/info/?pcode=78983882&cate=112752
222,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO J 패키지,"799,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 44mm,https://img.danuri.io/catalog-image/061/932/017/24848d5aff254f4d899ce647e5acaf55.jpg?shrink=130:130&_v=20260921142624,https://prod.danawa.com/info/?pcode=17932061&cate=112752
223,G.SKILL,32GB,G.SKILL DDR5-5200 CL40 RIPJAWS S5 J 블랙 패키지,"741,450",데스크탑용 / DDR5 / 5200MHz (PC5-41600) / 램타이밍 : CL40-40-40-83 / 1.10V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm,https://img.danuri.io/catalog-image/109/103/054/0e592a25e8c64306900de1fad4ca6af5.jpg?shrink=130:130&_v=20260921142704,https://prod.danawa.com/info/?pcode=54103109&cate=112752
224,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 FLARE X5 J 패키지,"829,990",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm,https://img.danuri.io/catalog-image/533/931/017/a4d75bc5d70946cf893f8ae0a720013d.jpg?shrink=130:130&_v=20260921162123,https://prod.danawa.com/info/?pcode=17931533&cate=112752
225,G.SKILL,32GB,G.SKILL DDR5-5200 CL40 RIPJAWS S5 J 화이트 패키지,"739,000",데스크탑용 / DDR5 / 5200MHz (PC5-41600) / 램타이밍 : CL40-40-40-83 / 1.10V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 33mm,https://img.danuri.io/catalog-image/232/103/054/a3beb75ff8f44ced89068294e264ee13.jpg?shrink=130:130&_v=20260921142538,https://prod.danawa.com/info/?pcode=54103232&cate=112752
226,G.SKILL,32GB,G.SKILL DDR5-5200 CL40 RIPJAWS M5 RGB 화이트 패키지,"779,000","데스크탑용 / DDR5 / 5200MHz (PC5-41600) / 램타이밍 : CL40-40-40-83 / 1.10V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/521/151/056/c75bfd03d6614e7ab46be6817e8bc07b.jpg?shrink=130:130&_v=20260921142604,https://prod.danawa.com/info/?pcode=56151521&cate=112752
227,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 블랙 패키지,"990,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-96 / 1.35V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm,https://img.danuri.io/catalog-image/872/875/016/c8e02a3f87af411abcf489f9eb98b885.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=16875872&cate=112752
228,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 RIPJAWS M5 RGB 블랙 패키지,"848,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/634/218/071/d8082e2660b44e50af3e4fdfcd082e70.jpg?shrink=130:130&_v=20260921080456,https://prod.danawa.com/info/?pcode=71218634&cate=112752
229,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 패키지,"838,990",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 44mm,https://img.danuri.io/catalog-image/424/192/016/44eab71c9295485980c33a334b097bb2.jpg?shrink=130:130&_v=20260921162418,https://prod.danawa.com/info/?pcode=16192424&cate=112752
230,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 FLARE X5 J 화이트 패키지,"856,790",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-96 / 1.40V / 램개수 : 2개 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 33mm,https://img.danuri.io/catalog-image/478/913/072/e0750260b9bf43859be78840d5c37e7f.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=72913478&cate=112752
231,G.SKILL,32GB,G.SKILL DDR5-6400 CL32 RIPJAWS M5 RGB 블랙 패키지,"990,000","데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL32-39-39-102 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/076/152/056/e70614fa1bff4123a609d11b2093915c.jpg?shrink=130:130&_v=20260921090342,https://prod.danawa.com/info/?pcode=56152076&cate=112752
232,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 화이트 패키지,"999,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-96 / 1.35V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 33mm,https://img.danuri.io/catalog-image/908/875/016/d438357c48ed48de84894fdec9cc2f30.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=16875908&cate=112752
233,G.SKILL,32GB,G.SKILL DDR5-6000 CL30 TRIDENT Z5 J 실버 패키지,"963,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-96 / 1.35V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이 / 높이 : 44mm,https://img.danuri.io/catalog-image/398/139/017/5fce04acdf1f4bf2b461b5770f08dfe5.jpg?shrink=130:130&_v=20260921090346,https://prod.danawa.com/info/?pcode=17139398&cate=112752
234,G.SKILL,32GB,G.SKILL DDR5-6400 CL32 RIPJAWS M5 RGB 화이트 패키지,"990,000","데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL32-39-39-102 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/154/152/056/71213d016f344d85838d59695fd0a7f3.jpg?shrink=130:130&_v=20260921090403,https://prod.danawa.com/info/?pcode=56152154&cate=112752
235,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 실버 패키지,"838,370",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이 / 높이 : 44mm,https://img.danuri.io/catalog-image/574/192/016/f673dbde0505460587116eee9a5d72ca.jpg?shrink=130:130&_v=20260921162423,https://prod.danawa.com/info/?pcode=16192574&cate=112752
236,G.SKILL,32GB,G.SKILL DDR5-6800 CL34 TRIDENT Z5 RGB J 실버 패키지,"894,990","데스크탑용 / DDR5 / 6800MHz (PC5-54400) / 램타이밍 : CL34-45-45-108 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/605/036/018/2b6987fb24ae4282bd7e6e661e626789.jpg?shrink=130:130&_v=20260921162423,https://prod.danawa.com/info/?pcode=18036605&cate=112752
237,G.SKILL,32GB,G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 패키지,"932,500","데스크탑용 / DDR5 / 7600MHz (PC5-60800) / 램타이밍 : CL36-46-46-121 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/662/036/018/c0bce2e0253647f8b384e187e3ec688a.jpg?shrink=130:130&_v=20260921090352,https://prod.danawa.com/info/?pcode=18036662&cate=112752
238,G.SKILL,32GB,G.SKILL DDR5-7600 CL36 TRIDENT Z5 RGB J 실버 패키지,"932,500","데스크탑용 / DDR5 / 7600MHz (PC5-60800) / 램타이밍 : CL36-46-46-121 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/659/036/018/745043e0239e4f1f928f5ac1d46bbe25.jpg?shrink=130:130&_v=20260921090352,https://prod.danawa.com/info/?pcode=18036659&cate=112752
239,G.SKILL,32GB,G.SKILL DDR5-6000 CL26 TRIDENT Z5 NEO RGB H 화이트 패키지,"1,058,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL26-36-36-96 / 1.45V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/371/151/080/568b6675dc424a54b0dcd17992b0507e.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=80151371&cate=112752
240,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지,"986,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-76 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/449/727/122/ec145921e76c4aba88e6a9e727daf66e.jpeg?shrink=130:130&_v=20260921090328,https://prod.danawa.com/info/?pcode=122727449&cate=112752
241,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지,"986,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-76 / 1.35V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/471/727/122/1adda594b87d40d097f480cb6489d843.jpeg?shrink=130:130&_v=20260921124913,https://prod.danawa.com/info/?pcode=122727471&cate=112752
242,G.SKILL,32GB,G.SKILL DDR5-6000 CL36 AEGIS 5,"839,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31mm,https://img.danuri.io/catalog-image/486/656/075/b6f82cdca45d4413aa77337177e2f682.jpg?shrink=130:130&_v=20260921111103,https://prod.danawa.com/info/?pcode=75656486&cate=112752
243,G.SKILL,32GB,G.SKILL DDR5-6400 CL30 TRIDENT Z5 ROYAL NEO 실버 패키지,"999,000","데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL30-39-39-102 / 1.40V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 실버/그레이 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/408/847/067/629d90d149ec4ac3ba2792d4580049ed.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=67847408&cate=112752
244,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 TRIDENT Z5 ROYAL NEO 골드 패키지,"1,058,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-96 / 1.40V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 골드 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/312/847/067/2656fd49561a418f9fac42ebdb878f66.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=67847312&cate=112752
245,G.SKILL,32GB,G.SKILL DDR5-6000 CL28 RIPJAWS M5 NEO RGB 화이트 패키지,"789,000","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-36-36-96 / 1.40V / 램개수 : 2개 / LED 라이트 / EXPO / 온다이ECC / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 41mm",https://img.danuri.io/catalog-image/541/913/072/6b78b01471304c03bbd339c26af3e54e.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=72913541&cate=112752
